stimuli_presented,interlocutor_id,name,context_type,silly_or_annoying,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever,generally_sarcastic,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,experiment
6n,4,6n_4,n,2.666666667,2.333333333,2.666666667,-0.180602133,0.085292575,0.444936916,0,0.333333333,0,0.166666667,0.166666667,0.166666667,0.5,0,,,,,,,perception
1nn,58,1nn_58,nn,3.333333333,3.333333333,2.666666667,-0.171724407,0.12244683,-0.108229532,0,0.666666667,0.666666667,0.166666667,0.166666667,0.5,0,0,,,,,,,perception
2nn,58,2nn_58,nn,3.333333333,4.666666667,3.833333333,-0.104359245,0.980432727,0.729970291,0,0.5,0.666666667,0.5,0,0.166666667,0,0,,,,,,,perception
3nn,58,3nn_58,nn,3.333333333,3.333333333,3.333333333,-0.078682595,0.196288906,0.405319874,0.333333333,0.166666667,0.5,0,0,0.833333333,0,0,,,,,,,perception
4nn,58,4nn_58,nn,4.666666667,4.166666667,3.166666667,0.613315038,0.686521729,0.256819368,0.5,0,0.5,0.5,0,0.166666667,0,0,,,,,,,perception
5nn,58,5nn_58,nn,3.5,2.333333333,2.5,-0.15029798,-0.50596886,-0.266979244,0,0.333333333,0.166666667,0.166666667,0.333333333,0.333333333,0.5,0,,,,,,,perception
6nn,58,6nn_58,nn,3.666666667,4,3.166666667,0.032071724,0.471601607,0.09874726,0,0.166666667,0.166666667,0.166666667,0.666666667,0.166666667,0.166666667,0.166666667,,,,,,,perception
7nn,58,7nn_58,nn,2.833333333,2.333333333,2.833333333,-0.550633057,-0.561662106,-0.050312101,0.166666667,0,0.166666667,0.5,0.333333333,0.5,0.166666667,0.333333333,,,,,,,perception
8nn,58,8nn_58,nn,4,2.5,3.5,0.19963751,-0.375576127,0.419903426,0.5,0.5,0.166666667,0.166666667,0,0.5,0,0,,,,,,,perception
9nn,58,9nn_58,nn,5,2.5,2.833333333,0.925812237,-0.349430355,-0.036475901,0.166666667,0.333333333,0,0,0.333333333,0.5,0,0,,,,,,,perception
10nn,58,10nn_58,nn,5.166666667,3.833333333,2.833333333,0.97213181,0.400217789,-0.022662691,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0,0,,,,,,,perception
11nn,58,11nn_58,nn,5,2.333333333,3.5,0.882437374,-0.420882235,0.463197508,0.5,0,0.166666667,0,0.166666667,0.666666667,0,0,,,,,,,perception
12nn,58,12nn_58,nn,5.166666667,4.333333333,3.5,0.950444379,0.770119149,0.370796758,0.5,0,0.333333333,0.333333333,0,0.5,0,0.166666667,,,,,,,perception
13nn,58,13nn_58,nn,2.333333333,1.666666667,1.5,-0.86579922,-0.950044434,-1.000072985,0,0.166666667,0,0,0.666666667,0.5,0.333333333,0.166666667,,,,,,,perception
10n,58,10n_58,n,4.166666667,2.166666667,2.166666667,0.270128976,-0.547238026,-0.469800985,0.166666667,0.333333333,0,0.166666667,0.5,0.5,0.166666667,0,,,,,,,perception
15nn,58,15nn_58,nn,4.666666667,4.166666667,3.833333333,0.607258317,0.685302276,0.729402227,0.333333333,0.5,0.333333333,0.166666667,0,0.666666667,0,0,,,,,,,perception
16nn,58,16nn_58,nn,4.5,3.166666667,3.5,0.513941207,0.008116982,0.561222348,0.333333333,0.666666667,0.166666667,0.166666667,0,0.333333333,0.166666667,0,,,,,,,perception
11n,58,11n_58,n,3.5,4.666666667,3.833333333,-0.035214028,0.843114678,0.537884929,0.5,0.166666667,0.166666667,0.166666667,0,0.5,0,0.5,,,,,,,perception
12n,58,12n_58,n,3.166666667,1.833333333,3,-0.180725839,-0.796856097,0.013858027,0,0,0.166666667,0,0.166666667,0.666666667,0,0,,,,,,,perception
13n,58,13n_58,n,2.166666667,1.833333333,2,-1.030420295,-0.839717029,-0.750330378,0,0,0.166666667,0.166666667,0.666666667,0.166666667,0.166666667,0.166666667,,,,,,,perception
14n,58,14n_58,n,4,3.166666667,2.833333333,0.1335278,0.055778787,0.047153879,0.333333333,0.333333333,0.166666667,0.166666667,0.166666667,0.5,0.166666667,0,,,,,,,perception
15n,58,15n_58,n,3.5,5,3.833333333,-0.051707204,1.124410937,0.600718252,0.166666667,0.166666667,0.5,0.5,0,0.166666667,0,0.333333333,,,,,,,perception
16n,58,16n_58,n,1.833333333,2,2,-1.201699552,-0.757184966,-0.805721936,0,0.166666667,0.166666667,0.333333333,0.666666667,0.166666667,0.5,0.166666667,,,,,,,perception
7n,58,7n_58,n,5.166666667,3.333333333,2.833333333,1.023118565,0.165994537,0.017695996,0.666666667,0.166666667,0.166666667,0.166666667,0.166666667,0.666666667,0,0,,,,,,,perception
8n,58,8n_58,n,3,2.5,2.5,-0.33662078,-0.297087276,-0.258317819,0.166666667,0.5,0,0.333333333,0.333333333,0.5,0.166666667,0,,,,,,,perception
9n,58,9n_58,n,2.833333333,3,2.666666667,-0.717657028,-0.31818169,-0.34649537,0,0.333333333,0,0.333333333,0.166666667,0.166666667,0.166666667,0.333333333,,,,,,,perception
14nn,58,14nn_58,nn,4.5,3.5,3.166666667,0.664055041,0.245022336,0.251085734,0.166666667,0.166666667,0.166666667,0.333333333,0,0.5,0,0,,,,,,,perception
1n,58,1n_58,n,2,1.833333333,2,-1.069087595,-0.854147379,-0.750330378,0,0.166666667,0.166666667,0.333333333,0.5,0.166666667,0.166666667,0,,,,,,,perception
2n,58,2n_58,n,2.666666667,3.333333333,2,-0.748662017,0.118332733,-0.593468726,0,0.166666667,0.166666667,0.5,0.166666667,0.333333333,0.333333333,0,,,,,,,perception
3n,58,3n_58,n,1.666666667,1.666666667,1.333333333,-1.353238731,-0.894351188,-1.159451306,0,0,0,0.166666667,0.5,0.333333333,0.666666667,0,,,,,,,perception
4n,58,4n_58,n,4.166666667,3,2.5,0.447424216,-0.045864901,-0.302170761,0.5,0,0.166666667,0.166666667,0.5,0.666666667,0,0,,,,,,,perception
5n,58,5n_58,n,5,4,3.666666667,0.947133124,0.635349392,0.570023906,0.833333333,0.166666667,0,0.333333333,0,0.333333333,0,0,,,,,,,perception
6n,58,6n_58,n,2.833333333,3.166666667,2.666666667,-0.421332354,-0.017780075,-0.060938939,0,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.5,,,,,,,perception
1nn,2,1nn_2,nn,2,1.833333333,2,-0.768982248,-0.431810111,-0.53732743,0,0.333333333,0.166666667,0.166666667,0.333333333,0.166666667,0.666666667,0,,,,,,,perception
2nn,2,2nn_2,nn,3.333333333,3.666666667,4,0.117231072,0.362839645,0.443796865,0.333333333,0.166666667,0.333333333,0.666666667,0.166666667,0,0,0.333333333,,,,,,,perception
3nn,2,3nn_2,nn,3.5,3.833333333,5.166666667,0.289867036,0.615164999,1.082555522,0,0,0.833333333,0.666666667,0,0,0,0.5,,,,,,,perception
4nn,2,4nn_2,nn,3.5,4.833333333,5.666666667,0.214070105,1.047977746,1.322272642,0,0,0.666666667,0.5,0.166666667,0,0,0.666666667,,,,,,,perception
5nn,2,5nn_2,nn,4.833333333,4.166666667,4.166666667,1.0186032,0.749198221,0.568605464,0,0.166666667,0.166666667,0.833333333,0.166666667,0.5,0,0,,,,,,,perception
6nn,2,6nn_2,nn,2.666666667,3.5,4.5,-0.321040791,0.251133091,0.652505105,0,0.666666667,0.166666667,0.5,0.166666667,0.5,0,0.166666667,,,,,,,perception
7nn,2,7nn_2,nn,5,3,2.333333333,1.158613937,0.079551172,-0.298030991,1,0,0,0,0,0.666666667,0,0,,,,,,,perception
8nn,2,8nn_2,nn,4.333333333,4.166666667,5.166666667,0.705858389,0.6829046,1.097811048,0.333333333,0.5,0.333333333,0,0,0,0,0.333333333,,,,,,,perception
9nn,2,9nn_2,nn,5,5.5,4.833333333,1.119008487,1.43249422,0.9153929,0.166666667,0.166666667,0.666666667,0.666666667,0,0,0,0.666666667,,,,,,,perception
10nn,2,10nn_2,nn,4,1.333333333,2,0.491504192,-0.766271479,-0.494961381,0,0.166666667,0,0,0.333333333,1,0,0,,,,,,,perception
11nn,2,11nn_2,nn,4.666666667,4.5,4.666666667,0.943004284,0.883156348,0.821583838,0.166666667,0.333333333,0.5,0.666666667,0,0.333333333,0,0.5,,,,,,,perception
12nn,2,12nn_2,nn,3,2.5,3.5,0.010498227,-0.141818078,0.248650247,0,0,0.166666667,0.166666667,0.333333333,0.666666667,0.166666667,0,,,,,,,perception
13nn,2,13nn_2,nn,1.833333333,1.333333333,1.166666667,-0.758648336,-0.766271479,-0.957290187,0,0,0,0,0.666666667,0.833333333,0,0,,,,,,,perception
10n,2,10n_2,n,4.833333333,1.833333333,1.666666667,1.006467315,-0.518259815,-0.692593769,0,0.333333333,0,0,0.666666667,0.333333333,0.166666667,0,,,,,,,perception
15nn,2,15nn_2,nn,4.5,4.333333333,5,0.831574727,0.761233262,0.994557382,0.333333333,0.666666667,0.166666667,0.833333333,0.166666667,0.166666667,0,0.333333333,,,,,,,perception
16nn,2,16nn_2,nn,4.5,2.166666667,1.666666667,0.82934388,-0.376518614,-0.692593769,0.333333333,0.333333333,0,0.166666667,0.166666667,0.833333333,0,0,,,,,,,perception
11n,2,11n_2,n,1.333333333,1,1,-1.145486215,-0.98710393,-1.066222437,0,0,0,0,1,0.333333333,0.5,0,,,,,,,perception
12n,2,12n_2,n,1.833333333,1.333333333,1.5,-0.813849087,-0.766271479,-0.774200587,0,0,0,0,0.833333333,0.333333333,0.5,0,,,,,,,perception
13n,2,13n_2,n,1.833333333,1.666666667,1.666666667,-0.7683372,-0.545439028,-0.630493436,0,0,0.166666667,0.166666667,0.333333333,0.833333333,0,0,,,,,,,perception
14n,2,14n_2,n,2.333333333,1.5,1.5,-0.417018602,-0.679097463,-0.759077399,0,0.5,0,0,0.333333333,0.833333333,0,0,,,,,,,perception
15n,2,15n_2,n,1,1,1,-1.334961709,-0.98710393,-1.066222437,0,0,0,0,0.833333333,0.5,0,0,,,,,,,perception
16n,2,16n_2,n,1.5,1,1.166666667,-1.065281764,-0.98710393,-0.983551883,0,0,0,0,0.333333333,0.5,0.833333333,0.166666667,,,,,,,perception
7n,2,7n_2,n,4.5,3.833333333,4,0.80402521,0.46891442,0.500127562,0.333333333,0.5,0,0.5,0,0.5,0,0.166666667,,,,,,,perception
8n,2,8n_2,n,2.5,1,1.333333333,-0.425209236,-0.98710393,-0.917907737,0,0.333333333,0,0,0.333333333,1,0.5,0,,,,,,,perception
9n,2,9n_2,n,1,1,1,-1.334961709,-0.98710393,-1.066222437,0,0,0,0,0.5,0.5,1,0,,,,,,,perception
14nn,2,14nn_2,nn,4.166666667,2.833333333,3.5,0.622983124,-0.026783126,0.237603655,0.333333333,0.166666667,0.166666667,0.333333333,0.333333333,0.5,0,0.166666667,,,,,,,perception
1n,2,1n_2,n,1.166666667,1,1.166666667,-1.20924537,-0.98710393,-0.992065087,0,0,0,0,0.666666667,0.833333333,0,0,,,,,,,perception
2n,2,2n_2,n,2.666666667,4.333333333,4.833333333,-0.310213425,0.708426727,0.916283013,0,0,0.5,0.5,0,0,0.166666667,0.166666667,,,,,,,perception
3n,2,3n_2,n,1.833333333,1,1,-0.878253291,-0.98710393,-1.066222437,0,0,0,0,0.833333333,0.833333333,0.833333333,0,,,,,,,perception
4n,2,4n_2,n,4,4.666666667,4.833333333,0.504463185,0.931077834,0.899465921,0.166666667,0.833333333,0.5,0.5,0,0.5,0,0.166666667,,,,,,,perception
5n,2,5n_2,n,4,5,5,0.537911519,1.151162526,0.998953568,0,0,0.166666667,0.666666667,0,0,0,0.666666667,,,,,,,perception
6n,2,6n_2,n,3,3.333333333,3.666666667,-0.110233578,0.263555491,0.327805386,0,0.166666667,0.333333333,0.333333333,0.166666667,0.5,0,0.166666667,,,,,,,perception
1nn,24,1nn_24,nn,3.333333333,4.833333333,3.666666667,0.293192362,1.367448853,1.094804435,0.166666667,0.333333333,0.333333333,0.333333333,0.166666667,0.333333333,0,0.166666667,,,,,,,perception
2nn,24,2nn_24,nn,2.666666667,2.666666667,2,-0.144596157,0.043903605,-0.308138918,0,0,0,0,0.666666667,0.333333333,0.666666667,0.166666667,,,,,,,perception
3nn,24,3nn_24,nn,2.666666667,3.166666667,3.166666667,-0.03970442,0.262707573,0.4974637,0.166666667,0.166666667,0,0,0.333333333,0.333333333,0.5,0,,,,,,,perception
4nn,24,4nn_24,nn,3.5,5.333333333,3.666666667,0.386585583,1.733121015,1.070659619,0.166666667,0.333333333,0.166666667,0.333333333,0.166666667,0,0.166666667,0.166666667,,,,,,,perception
5nn,24,5nn_24,nn,3.666666667,3.166666667,2.5,0.480421965,0.294133938,0.107439128,0,0.333333333,0,0.5,0.333333333,0.333333333,0.333333333,0,,,,,,,perception
6nn,24,6nn_24,nn,4,4.5,3.833333333,0.750466536,1.285848396,1.134658582,0.166666667,0.166666667,0.333333333,0.166666667,0.166666667,0.333333333,0.333333333,0,,,,,,,perception
7nn,24,7nn_24,nn,3.833333333,4.166666667,2.666666667,0.611362428,0.822771515,0.221158261,0,0.333333333,0,0.333333333,0.166666667,0.333333333,0.333333333,0.5,,,,,,,perception
8nn,24,8nn_24,nn,3.5,2.833333333,2.5,0.377254893,0.207963095,0.157895333,0,0.333333333,0,0.166666667,0.666666667,0.166666667,0.5,0,,,,,,,perception
9nn,24,9nn_24,nn,2.833333333,2.833333333,3.166666667,-0.014822738,0.223540191,0.500816015,0,0.166666667,0,0.166666667,0.166666667,0.5,0.833333333,0,,,,,,,perception
10nn,24,10nn_24,nn,4,2,2,0.786856007,-0.403611484,-0.340651319,0,0,0.166666667,0,0.666666667,0.333333333,0.5,0,,,,,,,perception
11nn,24,11nn_24,nn,4.166666667,3.5,3.666666667,0.921102193,0.468890631,0.913041745,0.166666667,0.666666667,0.166666667,0,0.166666667,0.833333333,0.166666667,0.166666667,,,,,,,perception
12nn,24,12nn_24,nn,2.833333333,1.166666667,2.333333333,0.017334312,-0.85295429,-0.069179643,0,0.166666667,0,0,0,0.666666667,0.333333333,0,,,,,,,perception
13nn,24,13nn_24,nn,2.5,1.833333333,1.833333333,-0.265762769,-0.425795329,-0.429124007,0,0,0,0,0.166666667,1,0,0,,,,,,,perception
10n,24,10n_24,n,3.666666667,1.833333333,2,0.489335202,-0.446690102,-0.301435459,0,0.166666667,0,0,0.333333333,0.5,0.166666667,0,,,,,,,perception
15nn,24,15nn_24,nn,3.833333333,2.333333333,2.166666667,0.688480773,-0.156458968,-0.154138981,0,0.166666667,0.166666667,0,0.666666667,0.166666667,0.166666667,0,,,,,,,perception
16nn,24,16nn_24,nn,3.833333333,3.833333333,4.833333333,0.733185044,0.716256664,1.919452485,0,0.666666667,0.5,0.5,0.166666667,0.5,0,0.166666667,,,,,,,perception
11n,24,11n_24,n,1.166666667,1,1.833333333,-1.169948103,-0.943447901,-0.448731937,0,0.166666667,0,0,0.5,0.5,0.333333333,0,,,,,,,perception
12n,24,12n_24,n,3.833333333,2.666666667,2.5,0.638213161,0.001133282,0.107439128,0,0.5,0,0,0,0.5,0.333333333,0.166666667,,,,,,,perception
13n,24,13n_24,n,1.166666667,1,1,-1.189913256,-0.943447901,-1.092873245,0,0,0,0,0.833333333,0.5,0.5,0,,,,,,,perception
14n,24,14n_24,n,2.333333333,1.833333333,1.833333333,-0.368486679,-0.451885537,-0.429124007,0,0,0,0,0.5,0.166666667,1,0,,,,,,,perception
15n,24,15n_24,n,1,1,1,-1.301306018,-0.943447901,-1.092873245,0,0,0,0,1,0.666666667,0.833333333,0,,,,,,,perception
16n,24,16n_24,n,1.833333333,1.333333333,1.666666667,-0.674672897,-0.718170934,-0.530501167,0,0,0.166666667,0,0.333333333,0.166666667,0.833333333,0,,,,,,,perception
7n,24,7n_24,n,4,2.333333333,2,0.796421809,-0.180478989,-0.327746848,0,0.166666667,0,0,0.5,0.666666667,0.333333333,0,,,,,,,perception
8n,24,8n_24,n,1.833333333,1.333333333,1.666666667,-0.761898588,-0.763710778,-0.608932887,0,0.666666667,0,0,0.333333333,0.666666667,0.666666667,0,,,,,,,perception
9n,24,9n_24,n,1.333333333,1.5,1.833333333,-1.06788603,-0.605532451,-0.429124007,0,0,0,0,0.666666667,0.166666667,0.833333333,0,,,,,,,perception
14nn,24,14nn_24,nn,4.333333333,3.5,2.166666667,1.013390415,0.469312793,-0.184083348,0,0.666666667,0.333333333,0.166666667,0.166666667,0.333333333,0,0,,,,,,,perception
1n,24,1n_24,n,1.333333333,2.166666667,1.5,-1.078520494,-0.200518362,-0.710310046,0,0,0,0,0.666666667,0.666666667,0.166666667,0,,,,,,,perception
2n,24,2n_24,n,2.333333333,2.166666667,2,-0.379121143,-0.247577628,-0.277290643,0,0.166666667,0,0.166666667,0.5,0.166666667,0.666666667,0,,,,,,,perception
3n,24,3n_24,n,2.333333333,1.5,2,-0.37826053,-0.605532451,-0.308138918,0,0,0,0,0.5,0.5,0.833333333,0,,,,,,,perception
4n,24,4n_24,n,2.333333333,1.5,1.666666667,-0.313054715,-0.673842217,-0.608932887,0,0.166666667,0,0,0.666666667,1,0.166666667,0,,,,,,,perception
5n,24,5n_24,n,1.833333333,2.5,2,-0.76901928,-0.041050963,-0.281827529,0,0,0.166666667,0.166666667,0.833333333,0.333333333,0.166666667,0.166666667,,,,,,,perception
6n,24,6n_24,n,3.333333333,2.666666667,2.333333333,0.304009166,0.023278155,-0.013545962,0,0.333333333,0,0,0.333333333,0.5,0.333333333,0.166666667,,,,,,,perception
1nn,56,1nn_56,nn,3.166666667,3.833333333,4.166666667,0.269603251,0.549340549,0.887931247,0,0.5,0,0.333333333,0.166666667,0.166666667,0,0.166666667,,,,,,,perception
2nn,56,2nn_56,nn,2.666666667,2.166666667,2.5,-0.046389898,-0.287762049,-0.007181594,0.166666667,0.166666667,0.166666667,0,0.333333333,0.166666667,0,0.166666667,,,,,,,perception
3nn,56,3nn_56,nn,3,5,4.5,0.289364597,1.151212027,1.182153945,0,0,0.666666667,0.5,0.166666667,0,0,0,,,,,,,perception
4nn,56,4nn_56,nn,3.166666667,4.166666667,4.166666667,0.300420363,0.926799882,0.982449803,0.166666667,0.166666667,0.166666667,0.5,0.166666667,0,0,0.166666667,,,,,,,perception
5nn,56,5nn_56,nn,2.666666667,1.833333333,1.5,-0.121997111,-0.55708702,-0.639317419,0,0,0,0,0.333333333,0.333333333,0.5,0,,,,,,,perception
6nn,56,6nn_56,nn,2.333333333,2.166666667,1.666666667,-0.356207672,-0.431002985,-0.574986162,0,0,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0,,,,,,,perception
7nn,56,7nn_56,nn,2.333333333,1.166666667,1,-0.294754845,-0.952073467,-0.983880663,0.166666667,0.166666667,0,0,0.166666667,0.666666667,0,0,,,,,,,perception
8nn,56,8nn_56,nn,3.833333333,3.833333333,4,0.854551119,0.534180866,0.891376217,0,0.333333333,0,0.5,0,0.5,0,0,,,,,,,perception
9nn,56,9nn_56,nn,3.333333333,3.833333333,3.666666667,0.40472485,0.715390554,0.71735591,0,0.333333333,0,0.5,0.166666667,0.166666667,0.166666667,0,,,,,,,perception
10nn,56,10nn_56,nn,3.833333333,1.333333333,1.5,0.668135906,-0.792640619,-0.685134127,0.5,0,0,0.166666667,0,0.5,0,0,,,,,,,perception
11nn,56,11nn_56,nn,3.666666667,4.5,4,0.583596726,0.955860187,0.868568135,0,0.166666667,0.166666667,0.666666667,0.166666667,0,0,0.166666667,,,,,,,perception
12nn,56,12nn_56,nn,3.833333333,1.833333333,1.666666667,0.724828161,-0.467599971,-0.533283629,0.333333333,0,0,0.166666667,0.166666667,0.666666667,0,0,,,,,,,perception
13nn,56,13nn_56,nn,2.666666667,4.833333333,4.166666667,-0.161439874,1.125505863,0.915881995,0,0,0.166666667,0.5,0,0.166666667,0.166666667,0.5,,,,,,,perception
10n,56,10n_56,n,2.666666667,1.5,1.166666667,-0.070903783,-0.832999607,-0.858164325,0,0.166666667,0,0,0.166666667,0,0.666666667,0,,,,,,,perception
15nn,56,15nn_56,nn,4.5,4.5,4,1.198012097,0.865853511,0.765361058,0.166666667,0.333333333,0.166666667,0.333333333,0,0.5,0,0.333333333,,,,,,,perception
16nn,56,16nn_56,nn,4,4.166666667,3,0.865421181,0.837096181,0.275388399,0.166666667,0.333333333,0.166666667,0.166666667,0.166666667,0.5,0,0,,,,,,,perception
11n,56,11n_56,n,1.5,1.666666667,1.833333333,-0.812137463,-0.473774923,-0.5549338,0,0.166666667,0,0,0.333333333,0,0.666666667,0,,,,,,,perception
12n,56,12n_56,n,2.166666667,2.333333333,2.333333333,-0.436443298,-0.22301726,-0.248587699,0,0,0,0.166666667,0.5,0.333333333,0.166666667,0.166666667,,,,,,,perception
13n,56,13n_56,n,1.166666667,1.333333333,1.666666667,-1.063977538,-0.792640619,-0.585551948,0,0.166666667,0,0,0.5,0.833333333,0.166666667,0,,,,,,,perception
14n,56,14n_56,n,2.333333333,1.833333333,1.666666667,-0.340439257,-0.410106886,-0.507149469,0,0.166666667,0.166666667,0,0.166666667,0.666666667,0.333333333,0.166666667,,,,,,,perception
15n,56,15n_56,n,1.833333333,3.833333333,4.5,-0.545624406,0.514649654,1.190302681,0,0,0.333333333,0.5,0.166666667,0.166666667,0,0.166666667,,,,,,,perception
16n,56,16n_56,n,1.5,1.666666667,2,-0.833884827,-0.511736796,-0.406229451,0,0,0,0,0.166666667,0.166666667,0.666666667,0.166666667,,,,,,,perception
7n,56,7n_56,n,2.666666667,2.333333333,2.5,-0.125472239,-0.19766533,-0.153458935,0.166666667,0.166666667,0,0,0,0.666666667,0.166666667,0.166666667,,,,,,,perception
8n,56,8n_56,n,1.5,1.5,1.166666667,-0.848557809,-0.633207771,-0.884298484,0.166666667,0.166666667,0,0,0.333333333,0.333333333,0.5,0,,,,,,,perception
9n,56,9n_56,n,1,1.333333333,1.666666667,-1.189897576,-0.792640619,-0.585551948,0.166666667,0,0,0,0.166666667,0.333333333,0.833333333,0,,,,,,,perception
14nn,56,14nn_56,nn,4.333333333,4.166666667,4,1.089914965,0.813674284,0.739226898,0.333333333,0,0,0.333333333,0,0.5,0,0,,,,,,,perception
1n,56,1n_56,n,3.833333333,2.333333333,2,0.701723847,-0.344285488,-0.36412868,0,0.166666667,0,0.166666667,0.5,0.5,0,0,,,,,,,perception
2n,56,2n_56,n,1.333333333,1.5,1,-0.974477846,-0.714122753,-0.983880663,0,0,0,0.166666667,0.166666667,0.166666667,0.833333333,0,,,,,,,perception
3n,56,3n_56,n,2.166666667,1.333333333,1,-0.421770316,-0.830602492,-0.983880663,0,0.166666667,0,0,0.166666667,0.5,0.5,0,,,,,,,perception
4n,56,4n_56,n,2.5,3.5,3.166666667,-0.212012018,0.345770877,0.297677883,0.166666667,0.5,0.166666667,0.5,0,0,0,0,,,,,,,perception
5n,56,5n_56,n,4.333333333,4.5,4,1.102588274,1.013663126,0.811906866,0.333333333,0.333333333,0,0.5,0,0,0,0.333333333,,,,,,,perception
6n,56,6n_56,n,2.166666667,1.166666667,1.833333333,-0.38534997,-0.99003534,-0.45983561,0,0.166666667,0,0,0.666666667,0.166666667,0.5,0,,,,,,,perception
1nn,25,1nn_25,nn,2.833333333,1.666666667,1.833333333,-0.077863937,-0.090724351,-0.08357534,0.166666667,0.333333333,0,0,0.166666667,0.833333333,0,0.166666667,,,,,,,perception
2nn,25,2nn_25,nn,1.5,1,1.166666667,-0.860906597,-0.525384521,-0.395588266,0,0,0,0,0.166666667,0.5,0.666666667,0,,,,,,,perception
3nn,25,3nn_25,nn,3.666666667,2.166666667,1.5,0.409035649,0.303014387,0.029934893,0.166666667,0.333333333,0.166666667,0.333333333,0,0.5,0,0,,,,,,,perception
4nn,25,4nn_25,nn,3.5,3.5,3,0.35889303,1.406345579,1.220990035,0,0.333333333,0.166666667,0.333333333,0.166666667,0.166666667,0.5,0.166666667,,,,,,,perception
5nn,25,5nn_25,nn,3.333333333,1.166666667,1.166666667,0.218389591,-0.398150981,-0.395588266,0,0.333333333,0,0,0.333333333,1,0,0,,,,,,,perception
6nn,25,6nn_25,nn,4.333333333,1.5,1.833333333,0.822105837,-0.164429191,-0.010444864,0.5,0.5,0,0.166666667,0.166666667,0.5,0,0.166666667,,,,,,,perception
7nn,25,7nn_25,nn,3.166666667,1.166666667,1.333333333,0.129157536,-0.398150981,-0.187587056,0,0.666666667,0,0,0.333333333,1,0,0,,,,,,,perception
8nn,25,8nn_25,nn,2.5,1.166666667,2,-0.256773298,-0.420134615,0.158971462,0.166666667,0,0,0,0.333333333,0.833333333,0,0.333333333,,,,,,,perception
